kind,name,people,scripts,verdict,qids
given,Herve-Marie,1,Latin,no item — could be created,
given,Hervée,1,Latin,no item — could be created,
given,"""Boerio""",1,Latin,no item — could be created,
given,"""minor""",1,Latin,no item — could be created,
given,Afaquim,1,Latin,no item — could be created,
given,Kuyuh,1,Latin,no item — could be created,
given,Kushtay,1,Latin,no item — could be created,
given,Gracy,1,Latin,no item — could be created,
given,Mangara,1,Latin,no item — could be created,
given,Bombang,1,Latin,no item — could be created,
given,Makkasumang,1,Latin,no item — could be created,
given,Mattalik,1,Latin,no item — could be created,
given,Masselomo,1,Latin,no item — could be created,
given,Ponggawae,1,Latin,no item — could be created,
given,Wardina,1,Latin,no item — could be created,
given,Marylovisa,1,Latin,no item — could be created,
given,Elisheba,1,Latin,no item — could be created,
given,"Chiang,",1,Latin,no item — could be created,
given,Rikiza,1,Latin,no item — could be created,
given,[Maria],1,Latin,no item — could be created,
given,Tjokrohardjono,1,Latin,no item — could be created,
given,(7th,1,Latin,no item — could be created,
given,Chulpi,1,Latin,no item — could be created,
given,Skibavaag,1,Latin,no item — could be created,
given,(Botild),1,Latin,no item — could be created,
given,Steenersdatter,1,Latin,no item — could be created,
given,Tierand,1,Latin,no item — could be created,
given,Usca,1,Latin,no item — could be created,
given,Cori,1,Latin,no item — could be created,
given,Azurpay,1,Latin,no item — could be created,
given,Hanan,1,Latin,several items share the label,Q20000218 | Q65084898
given,¨Kunturhuachu¨,1,Latin,no item — could be created,
given,Paya,1,Latin,no item — could be created,
given,Sebilla,1,Latin,no item — could be created,
given,Reichvaldsdatter,1,Latin,no item — could be created,
given,Cemendini,1,Latin,no item — could be created,
given,Sumaling,1,Latin,no item — could be created,
given,Mappasengka,1,Latin,no item — could be created,
given,Makkuling,1,Latin,no item — could be created,
given,Åsalena,1,Latin,no item — could be created,
given,Dobromir,1,Latin,has an item,Q5286802
given,Ivanko,1,Latin,no item — could be created,
given,Иванко,1,Cyrillic,no item — could be created,
given,Ifuersen,1,Latin,no item — could be created,
given,Ifuer,1,Latin,no item — could be created,
given,"""Fiske-Maren""",1,Latin,no item — could be created,
given,Soemartoeti,1,Latin,no item — could be created,
given,Soeparmi,1,Latin,no item — could be created,
given,II/Tjakranagara,1,Latin,no item — could be created,
given,Panumping),1,Latin,no item — could be created,
given,Cakrawedana,1,Latin,no item — could be created,
given,Cokrodipo,1,Latin,no item — could be created,
given,Marsiti,1,Latin,no item — could be created,
given,Poedji,1,Latin,no item — could be created,
given,Knudsadatter,1,Latin,no item — could be created,
given,Andreasdotr,1,Latin,no item — could be created,
given,Djagaraga,1,Latin,no item — could be created,
given,Lvovich,1,Latin,no item — could be created,
given,Soemartojo,1,Latin,no item — could be created,
given,Sevastiana,1,Latin,no item — could be created,
given,Soewarto,1,Latin,no item — could be created,
given,Soemarijati,1,Latin,no item — could be created,
given,Soemarloepi,1,Latin,no item — could be created,
given,Soemartati,1,Latin,no item — could be created,
given,Soemartini,1,Latin,no item — could be created,
given,Soemarwoto,1,Latin,no item — could be created,
given,Dirga,1,Latin,no item — could be created,
given,Wiromerto,1,Latin,no item — could be created,
given,Abdoelasan,1,Latin,no item — could be created,
given,Bribin,1,Latin,no item — could be created,
given,Soerjomerto,1,Latin,no item — could be created,
given,Telang,1,Latin,no item — could be created,
given,Wasil,1,Latin,has an item,Q19536215
given,Chaffee,1,Latin,no item — could be created,
given,Alme,1,Latin,no item — could be created,
given,Cattarina,1,Latin,no item — could be created,
given,"Antoine,",1,Latin,no item — could be created,
given,Eckebrecht,1,Latin,no item — could be created,
given,Volquin,1,Latin,no item — could be created,
given,Lliane,1,Latin,no item — could be created,
given,Niclisdotter,1,Latin,no item — could be created,
given,Nicilsdotter,1,Latin,no item — could be created,
given,Faderson,1,Latin,no item — could be created,
given,Olibia,1,Latin,no item — could be created,
given,Wihelmina,1,Latin,has an item,Q21144063
given,Algott,1,Latin,no item — could be created,
given,Edvald,1,Latin,has an item,Q32827561
given,Daga,1,Latin,no item — could be created,
given,Kho,1,Latin,no item — could be created,
given,Rhoba,1,Latin,no item — could be created,
given,Roba,1,Latin,no item — could be created,
given,Gie,1,Latin,no item — could be created,
given,Restaino,1,Latin,no item — could be created,
given,Amaya,1,Latin,has an item,Q3613727
given,Celestina,1,Latin,has an item,Q20719572
given,Micheala,1,Latin,no item — could be created,
given,brijido,1,Latin,no item — could be created,
given,Juanes,1,Latin,has an item,Q79605581
given,"Marina,",1,Latin,no item — could be created,
given,Alexandersdtr,1,Latin,no item — could be created,
given,Niliane,1,Latin,no item — could be created,
given,Gottfrida,1,Latin,no item — could be created,
given,Rebecka,1,Latin,has an item,Q21148400
given,Flickan,1,Latin,no item — could be created,
given,Gianpaolo,1,Latin,has an item,Q1522700
given,ivar,1,Latin,has an item,Q127069
given,Fulchard,1,Latin,no item — could be created,
given,(T-1890),1,Latin,no item — could be created,
given,(T-1210),1,Latin,no item — could be created,
given,Steele,1,Latin,has an item,Q16281739
given,(t-1209),1,Latin,no item — could be created,
given,(T-1211),1,Latin,no item — could be created,
given,(T-1891),1,Latin,no item — could be created,
given,Gillett,1,Latin,has an item,Q132562039
given,(T-1892),1,Latin,no item — could be created,
given,(T-1212),1,Latin,no item — could be created,
given,(T-1213),1,Latin,no item — could be created,
given,(t-1214),1,Latin,no item — could be created,
given,(t-1215),1,Latin,no item — could be created,
given,(T-1216),1,Latin,no item — could be created,
given,Mâle”,1,Latin,no item — could be created,
given,Emessinte,1,Latin,no item — could be created,
given,"""Agnes""",1,Latin,no item — could be created,
given,Omah,1,Latin,no item — could be created,
given,Uyu,1,Latin,no item — could be created,
given,Ciwidey,1,Latin,no item — could be created,
given,Daniele,1,Latin,several items share the label,Q18040364 | Q18040379
given,Solvig,1,Latin,no item — could be created,
given,Griseldgracie,1,Latin,no item — could be created,
given,Rueda,1,Latin,no item — could be created,
given,Kirstine/Cathine,1,Latin,no item — could be created,
given,Asgautsen,1,Latin,no item — could be created,
given,Oriensdatter,1,Latin,no item — could be created,
given,Sæbjørnsen,1,Latin,no item — could be created,
given,tubagus,1,Latin,no item — could be created,
given,Panjangmas,1,Latin,no item — could be created,
given,Husaini,1,Latin,no item — could be created,
given,abuddin,1,Latin,no item — could be created,
given,fu'adi,1,Latin,no item — could be created,
given,laytani,1,Latin,no item — could be created,
given,Ildelfonsa,1,Latin,no item — could be created,
given,Cleophea,1,Latin,has an item,Q64763146
given,Pasirhaur,1,Latin,no item — could be created,
given,(aki,1,Latin,no item — could be created,
given,Wira),1,Latin,no item — could be created,
given,Milbourne,1,Latin,no item — could be created,
given,Elfrica,1,Latin,no item — could be created,
given,Khai,1,Latin,has an item,Q97751645
given,Peterman,1,Latin,no item — could be created,
given,Newrany,1,Latin,no item — could be created,
given,Diomeda,1,Latin,no item — could be created,
given,Tadaka,1,Latin,no item — could be created,
given,Gye-U,1,Latin,no item — could be created,
given,계우,1,Hangul,no item — could be created,
given,Dam,1,Latin,no item — could be created,
given,여생,1,Hangul,no item — could be created,
given,여빈,1,Hangul,no item — could be created,
given,인량,1,Hangul,no item — could be created,
given,Jeong-Gwang,1,Latin,no item — could be created,
given,정광,1,Hangul,no item — could be created,
given,경광,1,Hangul,no item — could be created,
given,Gugg-Wang,1,Latin,no item — could be created,
given,국광,1,Hangul,no item — could be created,
given,Gyom-Gwang,1,Latin,no item — could be created,
given,겸광,1,Hangul,no item — could be created,
given,상간,1,Hangul,no item — could be created,
given,려,1,Hangul,no item — could be created,
given,Munford,1,Latin,no item — could be created,
given,"Rossgarrow""",1,Latin,no item — could be created,
given,Ausendes,1,Latin,no item — could be created,
given,Guinedilde,1,Latin,no item — could be created,
given,Smis,1,Latin,no item — could be created,
given,pokol.,1,Latin,no item — could be created,
given,귀수,1,Hangul,no item — could be created,
given,Stinus,1,Latin,no item — could be created,
given,Theresie,1,Latin,no item — could be created,
given,Lenhart,1,Latin,no item — could be created,
given,Engole,1,Latin,no item — could be created,
given,Thorvalda,1,Latin,no item — could be created,
given,Gustinius,1,Latin,no item — could be created,
given,Ware,1,Latin,has an item,Q26868863
given,Bush,1,Latin,has an item,Q111048169
given,Thinius,1,Latin,no item — could be created,
given,Fazl,1,Latin,no item — could be created,
given,Ibrar,1,Latin,no item — could be created,
given,Qutub,1,Latin,no item — could be created,
given,Ghanee,1,Latin,no item — could be created,
given,Rahamani,1,Latin,no item — could be created,
given,(Kota,1,Latin,no item — could be created,
