orderlife_qid,label,wikidata_qid,geni_id,already_on
Q136270,Llywarch Hen,Q1434699,6000000041786721100,Q1434699
Q136271,Iorwerth Hirflawdd,Q4205959,,Q4205959
Q136272,Bledrus ap Cynog Mawr ab Iorwerth Hirflawdd ap Tegonwy,Q116113331,,Q116113331
Q136273,Domangart Réti,Q878700,,Q878700
Q136274,Comgall mac Domangairt,Q878696,,Q878696
Q136275,Eochaid Buide,Q712976,,Q712976
Q136276,Gartnait II,Q2550970,,Q2550970
Q136277,Artuir mac Áedán,Q61832439,,Q61832439
Q136278,Morfudd ferch Urien,Q1544010,,Q1544010
Q136279,Pasgen fab Urien,Q4346495,,Q4346495
Q136280,Rhiwallon fab Urien,Q3405959,,Q3405959
Q136281,Banadlwen ach Cynyr,Q51907633,,Q51907633
Q136282,Cadell ap Elisedd,Q888771,,Q888771
Q136283,Nest ferch Cadell,Q449092,,Q449092
Q136284,Elisedd ap Cyngen,Q5361690,,Q5361690
Q136285,Gruffydd ap Cyngen,Q5611987,,Q5611987
Q136286,Arthwys ap Mor,Q3624245,,Q3624245
Q136287,Dunod Fawr,Q4356466,,Q4356466
Q136288,Sanctan,Q4407768,,Q4407768
Q136289,Asaph,Q721005,,Q721005
Q136290,Manwgan ap Selyf,Q1401080,,Q1401080
Q136291,Dona,Q13127926,,Q13127926
Q136292,Beli ab Eiludd,Q1401068,4822428690590079857,Q1401068
Q136293,Cynddylan,Q1147951,,Q1147951
Q136294,Heledd ferch Cyndrwyn,Q1601789,,Q1601789
Q136295,Bugi,Q23641004,,Q23641004
Q136296,Owain ap Bleddri ab Aeddan ap Brochwel Yscythrog,Q116055007,,Q116055007
Q136297,Biordderch ap Gwriawn ap Gwnan ap Gwylawg,Q116109739,,Q116109739
Q136298,"Cowryd ap Cadfan ap Maelawg Gawr ap Mawg, lord of Gest & Ceinmarch",Q116054549,,Q116054549
Q136299,Garmonion ap Dyfnwal Hên of Strathclyde,Q133462479,,Q133462479
Q136300,Iswalt ab Idris Arw ap Clydno ab Ynyr Farfdrwch,Q110582887,,Q110582887
Q136301,Mascuid Gloff,Q3850782,,Q3850782
Q136302,Uther Pendragon,Q657200,,Q657200
Q136303,Gorlois,Q1538364,,Q1538364
Q136305,Morgan le Fay,Q321305,,Q321305
Q136306,Élaine,Q3586230,,Q3586230
Q136307,Morgause,Q369139,,Q369139
Q136308,Cilydd,Q1091991,,Q1091991
Q136309,Culhwch,Q1559270,,Q1559270
Q136310,Edern ap Padarn Beisrudd,Q107529686,,Q107529686
Q136311,Brenin Prydain ab Edeyrn ap Padarn Beisrudd ap Tegyd,Q116052769,,Q116052769
Q136312,Afloyg ap Cunedda,Q2826128,,Q2826128
Q136313,Ysfael Gwron,Q4205163,,Q4205163
Q136314,Rhufon of Rhufoniog,Q4401218,,Q4401218
Q136315,Dogfael ap Cunedda,Q4164107,,Q4164107
Q136316,Hoyw ap Gloyw ap Caw ap Caur Ddû,Q122260577,,Q122260577
Q136317,"Einion ap Selyf, lord of Cwmmwd",Q110152943,,Q110152943
Q136318,Madog ap Maenyrch ap Dryffin ap Cudd,Q116052911,,Q116052911
Q136319,Drymbenog ap Maenyrch,Q116052974,,Q116052974
Q136320,Rhiwallon ap Maenyrch ap Dryffin,Q116178254,,Q116178254
Q136321,Elen ferch Tudur Mawr,Q110152945,,Q110152945
Q136322,Thomas ap Gwgon ap Bleddyn ap Maenrych,Q110152933,,Q110152933
Q136323,Madog ap Gwgon ap Bleddyn ap Maenyrch,Q110622162,,Q110622162
Q136324,Cydifor alias Hywel ap Gwgon ap Bleddyn of Glyntawe,Q110622240,,Q110622240
Q136325,Trahaearn ap Gwgon ap Bleddyn of Llan-gors,Q116052801,,Q116052801
Q136326,Hywel ap Cadwgan ap Bleddyn ap Maenrych,Q110560386,,Q110560386
Q136327,Rawlff ap Caradog ap Bleddyn,Q97532297,,Q97532297
Q136328,Caradog ab Ynyr Fychan ap Meurig ab Ynyr Gwent,Q110560351,,Q110560351
Q136329,Jonet ferch Ynyr Fychan ap Meurig ap Ynyr Gwent,Q110622140,,Q110622140
Q136330,Ithel ab Ynyr Fychan ap Meurig ab Ynyr,Q110622096,,Q110622096
Q136331,Cynfyn ap Genillin ap Rhys Gôch,Q110622027,,Q110622027
Q136332,Joan ferch Genillin ap Rhys Gôch,Q116053003,,Q116053003
Q136333,Rhys ap Genillin ap Rhys Gôch,Q116178238,,Q116178238
Q136334,Thomas ap Genillin ap Rhys Gôch,Q116812336,,Q116812336
Q136335,"Ynyr ap Cadfarch ap Gwrgeneu ap Gwaethgar, lord of Chirk, Whitington, Oswesty, et al",Q111455150,,Q111455150
Q136336,Angharad ferch Hywel,Q76273200,,Q76273200
Q136337,Dingad ap Tudr Trefor,Q76204639,,Q76204639
Q136338,Lluddica ap Tudor Trefor,Q76273192,,Q76273192
Q136339,Ingjald Olofsson,Q6032525,6000000003820953045,Q6032525
Q136340,Gudrød Halvdansson,Q16573125,6000000000351045913,Q16573125
Q136341,Olaf König von Vermland,Q76300777,,Q76300777
Q136342,Solveig von Soleyar,Q76300428,,Q76300428
Q136343,Eystein König von Hedemarken,Q76299833,,Q76299833
Q136345,daughter of Widukind,Q76300345,,Q76300345
Q136346,"Harald, 4th King of Haithabu",Q75292029,,Q75292029
Q136347,Ogier the Dane,Q675788,,Q675788
Q136348,Horik I,Q2787996,,Q2787996
Q136349,Ragnvald (?),Q75292032,6000000004846529350,Q75292032
Q136350,Hemming of Denmark,Q345762,6000000004846529344,Q345762
Q136351,Sigfred,Q12335211,6000000004846529338,Q12335211
Q136352,Haakon (?),Q75292039,6000000004846529332,Q75292039
Q136353,Agantyr,Q75292040,6000000004846529325,Q75292040
Q136354,Hake Gandalfsson,Q5891353,,Q5891353
Q136356,Atli the Slender,Q4816931,3140024,Q4816931
Q136357,Grjotgard Herlaugsson,Q31860,6000000006134944581,Q31860
Q136358,Grjotgard Håkonsson,Q5885872,6000000076911621580,Q5885872
Q136372,Cecilie (?),Q75292060,,Q75292060
Q136373,Harald Grenske,Q2259303,6000000001200014120,Q2259303
Q136374,Astrid Eiriksdatter,Q11959446,6000000003645683288,Q11959446
Q136376,Ingeborg Tryggvasdotter,Q6032078,3624121,Q6032078
Q136377,Astrid Tryggvesdatter,Q12302384,6000000001205324797,Q12302384
Q136380,Rorek Dagson,Q11703445,6000000155480335837,Q11703445
Q136381,Thorunn Ketilsdatter,Q16729143,6000000001169186893,Q16729143
Q136382,Ingjald Helgasson,Q6032521,6000000003645672529,Q6032521
Q136383,Hrólfur Helgason,Q15661720,6000000008248183772,Q15661720
Q136384,"Helga ""ens magra"" Helgadóttir",Q135529142,6000000003242376844,Q135529142
Q136385,Rafertach ingen Cearbhaill,Q130320417,6000000003645672860,Q130320417
Q136386,Atli Úlfsson,Q15709603,5336763242260023723,Q15709603
Q136387,Jorund Ulfsson,Q130320407,6000000003645908755,Q130320407
Q136388,Ongentheow,Q940593,,Q940593
Q136389,Onela,Q2293179,,Q2293179
Q136390,Algaut,Q1459392,,Q1459392
Q136401,Cundwalh,Q75451570,,Q75451570
Q136402,Cadwallon ap Cadfan,Q962398,,Q962398
Q136404,Deinicha,Q106515535,,Q106515535
Q136405,Eudamidas I,Q604024,,Q604024
Q136406,Agis III,Q314364,,Q314364
Q136407,Agesilaus,Q124769793,,Q124769793
Q136408,Cleinias,Q2979291,,Q2979291
Q136409,Deinomache,Q3028433,,Q3028433
Q136410,Cleinias,Q2979279,,Q2979279
Q136411,Hipparete,Q2894230,,Q2894230
Q136412,Alcibiades the Younger,Q15984269,,Q15984269
Q136413,Cleomenes II,Q464632,,Q464632
Q136414,Agesipolis II,Q393079,,Q393079
Q136415,Teres VI,Q114357065,,Q114357065
Q136417,Hierocles,Q109347053,,Q109347053
Q136418,Adranodorus,Q2252722,,Q2252722
Q136419,Zoippus,Q21662991,,Q21662991
Q136420,Themistus,Q21662993,6000000041110879340,Q21662993
Q136422,Laodice of Cappadocia,Q261769,,Q261769
Q136423,Mithridates Chrestus,Q3317104,,Q3317104
Q136425,Nysa,Q11938847,,Q11938847
Q136426,Rhodogune of Parthia,Q467918,,Q467918
Q136427,Apama,Q130392661,,Q130392661
Q136428,Seleukos,Q130392648,,Q130392648
Q136429,Cleopatra Tryphaena,Q18244320,,Q18244320
Q136430,Berenice IV of Egypt,Q40022,,Q40022
Q136432,Arsinoe IV of Egypt,Q40013,,Q40013
Q136433,Ptolemy XIII Theos Philopator,Q39938,6000000003645882894,Q39938
Q136434,Ptolemy XIV of Egypt,Q40017,,Q40017
Q136437,Philip II Philoromaeus,Q315776,,Q315776
Q136439,Holophernes of Gaziura,Q131730192,,Q131730192
Q136440,Eumenes III,Q350388,,Q350388
Q136442,Ariarathes VII of Cappadocia,Q359570,,Q359570
Q136443,Ariarathes VIII of Cappadocia,Q1266634,,Q1266634
Q136444,Nysa,Q7071266,,Q7071266
Q136445,Cleinias of Sicyon,Q2390163,,Q2390163
Q136446,Aristonica,Q121344812,,Q121344812
Q136447,Nicomedes IV of Bithynia,Q315480,,Q315480
Q136448,Nysa,Q7071264,,Q7071264
Q136449,Socrates Chrestus,Q2499623,,Q2499623
Q136450,Pylaemenes III,Q11832173,,Q11832173
Q136451,Zipoetes I of Bithynia,Q205468,,Q205468
Q136452,Zipoetes II of Bithynia,Q1288680,,Q1288680
Q136453,Etazeta of Bithynia,Q1289132,,Q1289132
Q136454,Attalus,Q109485735,,Q109485735
Q136455,Boa,Q29166980,,Q29166980
Q136456,Eumenes,Q11955853,,Q11955853
Q136458,Callippa,Q90048838,,Q90048838
Q136459,Nebuchadnezzar,Q105376982,,Q105376982
Q136460,Ahasuerus,Q1370497,,Q1370497
Q136462,Candaules,Q434217,,Q434217
Q136463,Psamtik I,Q328763,,Q328763
Q136464,Takhuit,Q531941,,Q531941
Q136465,Cosam,Q25668650,,Q25668650
Q136466,Judah,Q25668658,,Q25668658
Q136467,Shemaiah,Q115805697,,Q115805697
Q136468,Onias II,Q2512375,,Q2512375
Q136469,Eleazar,Q18699300,,Q18699300
Q136470,Æthelburg of Wessex,Q4532956,,Q4532956
Q136471,unnamed wife of Ingild of Wessex,Q96074768,,Q96074768
Q136472,Eoppa of Wessex,Q5381849,6000000001183968441,Q5381849
Q136473,Leodweald (?),Q75451536,,Q75451536
Q136474,Beornhom,Q75451545,,Q75451545
Q136485,Sigeric II,Q1729271,,Q1729271
Q136487,Neithon ap Senyllt,Q20562131,6000000007006497039,Q20562131
Q136488,Matholwch,Q1753089,,Q1753089
Q136490,Euroswydd,Q3404342,,Q3404342
Q136491,Cadwallon Lawhir,Q2705895,,Q2705895
Q136492,Meirian ab Einion Yrth ap Cunedda Wledig ab Brenin Prydain,Q116055585,,Q116055585
Q136493,Owain Ddantgwyn,Q2527369,,Q2527369
Q136494,Meilir Meilirion ap Gwron ap Cunedda Wledig ap Brenin Prydain,Q116112810,,Q116112810
Q136495,Engenius,Q4530068,,Q4530068
Q136496,Garthways ap Mor ap Cenau ap Coel Godebog,Q116055632,,Q116055632
Q136497,Tryphine,Q2692282,,Q2692282
Q136498,Constantine,Q514591,,Q514591
Q136499,Tremorus of Brittany,Q3464100,,Q3464100
Q136501,Allgo,Q20558584,,Q20558584
Q136506,Flavia Julia Constantia,Q238023,,Q238023
Q136507,Anastasia,Q486630,,Q486630
Q136508,Eutropia,Q291738,,Q291738
Q136510,Flavius Dalmatius,Q504556,,Q504556
Q136511,Flavius Hannibalianus,Q1427539,,Q1427539
Q136512,Minervina,Q45522,,Q45522
Q136516,Cyngar ap Dyfnwal,Q3699891,,Q3699891
Q136517,Bran Hen ap Dyfnwal,Q3643598,,Q3643598
Q136518,Hoel,Q3141679,6000000003635746575,Q3141679
Q136519,Eurbre Wyddel,Q116112671,,Q116112671
Q136520,Teithfall ap Teithrin ap Tathal ab Annyn Ddû,Q116112677,,Q116112677
Q136521,Brynach,Q2381536,,Q2381536
Q136522,Mynfer ach Brynach,Q53196467,,Q53196467
Q136523,Iusay ap Ceredig,Q16323098,6000000003827288095,Q16323098
Q136524,Sant ap Ceredig,Q3948100,,Q3948100
Q136526,Dogfael,Q20732908,,Q20732908
Q136527,Dwywg ap Llywarch Hên ab Elidir Lydanwyn,Q112640610,,Q112640610
Q136528,Sandde ap Llywarch Hên ab Elidir Lydanwyn ap Meirchon Gul,Q116112642,,Q116112642
Q136529,Tegonwy ap Teon ap Gwineu Dda ap Byliw,Q116052928,,Q116052928
Q136530,Owain ab Idnerth ab Iorwerth Hirflawdd ap Tegonwy,Q116109716,,Q116109716
Q136531,Bleddyn ap Bledrus ap Cynog Mawr ab Iorwerth Hirflawdd,Q116113328,,Q116113328
Q136532,Fergus Mór,Q558767,,Q558767
Q136533,Conall mac Comgaill,Q729736,,Q729736
Q136534,Domnall Brecc,Q712949,,Q712949
Q136535,Conall Crandomna,Q879099,,Q879099
Q136536,Connad Cerr,Q739838,,Q739838
Q136537,Modron ferch Afallach,Q110622327,,Q110622327
Q136538,Môr ap Pasgen ab Urien Rheged ap Cynfarch Oer,Q110622305,,Q110622305
Q136539,Gwgon ap Pasgen ab Urien Rheged ap Cynfast Oer,Q116052963,,Q116052963
Q136540,Llyminod Angel ap Pasgen ab Urien Rheged ap Cynfast Oer,Q116146052,,Q116146052
Q136541,Teneu,Q4454645,,Q4454645
Q136542,Saint Mungo,Q545175,,Q545175
Q136543,Elffin,Q4531356,,Q4531356
Q136544,Cynyr Goch,Q4220848,,Q4220848
Q136545,Non,Q2487289,,Q2487289
Q136546,Gwen ferch Cynyr,Q24635388,,Q24635388
Q136547,Brochfael ab Elisedd,Q888051,6000000000596051410,Q888051
Q136548,Merfyn Frych,Q886414,6000000002195014829,Q886414
Q136549,Rhodri Mawr,Q470862,6000000000475063599,Q470862
Q136550,Gwriad ap Merfyn,Q5623740,,Q5623740
Q136551,Ceidiaw mab Arthwys,Q97159685,,Q97159685
Q136552,Elydir Gosgorddvawr,Q45217222,,Q45217222
Q136553,Dwywe,Q13128004,,Q13128004
Q136554,Deiniol,Q1183310,,Q1183310
Q136555,Cynwyl,Q114774971,,Q114774971
Q136556,Gwylog ap Beli,Q2295972,,Q2295972
Q136557,Iorwerth ab Owain ap Bleddri Rodri ab Aeddan,Q116055006,,Q116055006
Q136558,Bywyn ap Biordderch ap Gwriawn ap Gwnan,Q116109695,,Q116109695
Q136559,Agnes ferch Cowryd ap Cadfan ap Maelawg Gawr,Q116054548,,Q116054548
Q136560,Heilin ap Cowryd ap Cadfan ap Maelawg,Q116147845,,Q116147845
Q136561,Dafydd ap Cowryd ap Cadfan ap Maelawg Gawr of Ceinmarch,Q116147905,,Q116147905
Q136562,Dumnagual I of Alt Clut,Q2258265,,Q2258265
Q136563,Brochwel ab Iswalt ab Idris Arw ap Clydno,Q110582716,,Q110582716
Q136564,Llaennog ap Masgwid,Q3835721,,Q3835721
Q136565,Ambrosius Aurelianus,Q459606,,Q459606
Q136566,Digain,Q2093405,,Q2093405
Q136567,Meirchion,Q3855161,,Q3855161
Q136568,Erbin of Dumnonia,Q3731162,,Q3731162
Q136569,Madoc ap Uthyr,Q6728331,,Q6728331
Q136570,Guinevere,Q272054,,Q272054
Q136571,Llacheu,Q1866811,,Q1866811
Q136572,Amhar,Q1406372,,Q1406372
Q136573,Lohot,Q3258097,,Q3258097
Q136574,Uriens,Q43401974,,Q43401974
Q136575,Ywain,Q6129446,,Q6129446
Q136576,Nentres,Q3874643,,Q3874643
Q136577,Elaine the Younger,Q3586229,,Q3586229
Q136578,Galeschin,Q5518484,,Q5518484
Q136579,King Lot,Q1584977,,Q1584977
Q136580,Gawain,Q831685,,Q831685
Q136581,Gaheris,Q1987228,,Q1987228
Q136582,Gareth,Q1413003,,Q1413003
Q136583,Agravain,Q1987269,,Q1987269
Q136584,Padarn Beisrudd,Q3888709,,Q3888709
Q136585,Meilir Meilirion,Q4289095,,Q4289095
Q136586,Mor ap Rhufon,Q20561997,,Q20561997
Q136587,Elnaw ap Dogfael,Q20559608,,Q20559608
Q136588,Robert ap Hoya ap Gloyw ap Caw,Q122260576,,Q122260576
Q136589,Selyf,Q110153004,,Q110153004
Q136590,Trahaearn Fawr ab Einion ap Selyf ap Gruffudd,Q128855780,,Q128855780
Q136591,Maenerch ap Dryffin,Q56181001,,Q56181001
Q136592,Gruffudd ap Madog ap Maenyrch ap Dryffin of Rhydodyn,Q116052901,,Q116052901
Q136593,Einion ap Madog ap Maenyrch ap Dyffin,Q116478762,,Q116478762
Q136594,Elinor ferch Drymbenog ap Maenyrch,Q116052973,,Q116052973
Q136595,Moriddig Warwyn ap Drymbenog ap Maenrych,Q116052998,,Q116052998
Q136596,Ifor o'r Fforest ap Rhiwallon ap Maenyrch ap Dryffin,Q116178253,,Q116178253
Q136597,Tewdwr Mawr,Q61060419,,Q61060419
Q136598,Gwenllian ferch Philip Gwys,Q110152948,,Q110152948
Q136599,Ellyw ferch Thomas ap Gwgon ap Gwgon ap Bleddyn,Q110152932,,Q110152932
Q136600,daughter of Madog ap Gwgon ap Bleddyn ap Maenyrch,Q110622161,,Q110622161
Q136601,Gruffudd Gwyr,Q56177971,,Q56177971
Q136602,Meurig ap Cydifor ap Gwgon ap Bleddyn,Q116146072,,Q116146072
Q136603,Hywel,Q97532134,,Q97532134
Q136604,Joan ferch Trahaearn ap Gwgon ap Bleddyn,Q116478765,,Q116478765
Q136605,Trahaearn Fychan ap Trahaearn ap Gwgon ap Bleddyn,Q116812138,,Q116812138
Q136606,Hywel Fychan ap Hywel ap Cadwgan ap Bleddyn,Q110560384,,Q110560384
Q136607,Roger ap Rawlff ap Caradog ap Bleddyn,Q97532285,,Q97532285
Q136608,Ynyr Fychan ap Meurig ab Ynyr Gwent,Q110560353,,Q110560353
Q136609,"Gwarin ap Caradog ab Ynyr Fychan ap Meurig of Llan-ffwyst, lord of Llanfoist",Q110560350,,Q110560350
Q136610,Dyfnwal ap Caradog ab Ynyr Fychan ap Meurig,Q110622033,,Q110622033
Q136611,Hywel ap Madog ab Iestyn ap Gwrgan of Meisgyn,Q110622138,,Q110622138
Q136612,Gwladys ferch Ithel ab Ynyr Fychan,Q110622094,,Q110622094
Q136613,daughter of Cuhelyn Foel of Gwynedd,Q110622029,,Q110622029
Q136614,Seisyll ap Cynfyn ap Genillin ap Rhys,Q110622026,,Q110622026
Q136615,"Arthen ap Cynfyn ap Genillin ap Rhys Gôch of Ynys Allan, Meisgyn",Q110622104,,Q110622104
Q136616,Cynfyn Fychan ap Cynfyn ap Genillin of Penllwyn Cynfyn,Q127225289,,Q127225289
Q136617,Siscilte ap Hyn,Q99086809,,Q99086809
Q136618,Cynharwy ap Llywelyn,Q99239201,,Q99239201
Q136619,Gwrgeneu ap Llywelyn ap Moriddig Warwyn ap Drymbenog,Q116178205,,Q116178205
Q136620,Gwgon ap Llywelyn ap Moriddig Warwyn ap Drymbenog,Q116478756,,Q116478756
Q136621,Ieuan ap Rhys ap Genillin ap Rhys Gôch of Eglwys Iail,Q116178237,,Q116178237
Q136622,John ap Thomas,Q116812335,,Q116812335
Q136623,"Cadfarch ap Gwrgeneu ap Gwaethgar ap Bywyn, lord of Maelor Gymraeg, Maelog Saesneg, Chirk, Whittington, Oswestry &",Q112532299,,Q112532299
Q136624,Hywel Dda,Q422205,6000000001173860005,Q422205
Q136625,Elen ferch Llywarch,Q20577082,,Q20577082
Q136626,Rhiwallon ap Dingad,Q76204632,,Q76204632
Q136627,Llywarch 'Gam' ap Lluddica,Q76273195,,Q76273195
Q136628,Gwerful ferch Lluddocca ap Tudur Trefor,Q112532293,,Q112532293
Q136629,Ingald König von Schweden,Q76300411,,Q76300411
Q136630,Gauthild von Gotland,Q76299809,,Q76299809
Q136631,Halfdan König von Soleyar,Q76300426,,Q76300426
Q136632,Alfric Graf von Sachsen,Q76300322,,Q76300322
Q136634,"Roerik, 11th King of Haithabu",Q75292043,,Q75292043
Q136635,"Erik, 14th King of Haithabu",Q75292020,,Q75292020
Q136636,Hasteinn Atlason,Q16574141,3140001,Q16574141
Q136637,Herlaug Grjotgardsson,Q31871,,Q31871
Q136638,Håkon Grjotgardsson,Q31695,6000000002893322873,Q31695
Q136653,Aslak Bifrakari Aunsson,Q19949677,,Q19949677
Q136654,Spake Torleiv,Q29351,,Q29351
Q136655,Ogmund aslak Kåreson,Q19950422,,Q19950422
Q136656,Þórður hreða Kåreson,Q116940269,,Q116940269
Q136659,Eirik Bjodaskalle,Q8772694,,Q8772694
Q136660,Sigurd Eiriksson,Q5857781,,Q5857781
Q136661,Lothin,Q5981396,,Q5981396
Q136662,Thorkel Nefja,Q6146163,,Q6146163
Q136664,Gudrun Skjeggesdatter,Q16596797,,Q16596797
Q136665,Tryggvi the Pretender,Q2016354,6000000003877055053,Q2016354
Q136666,Ragnvald Ulfsson,Q166572,,Q166572
Q136667,Ulf Ragnvaldsson,Q10708694,,Q10708694
Q136668,Eilif Ragnvaldsson,Q5628913,,Q5628913
Q136669,wife of Tryggve Olafsson,Q110703075,,Q110703075
Q136670,Erling Skjalgsson,Q936090,6000000001209109374,Q936090
Q136671,Ragnhild Erlingsdottir av Sola,Q110703067,4921273998360102568,Q110703067
Q136675,Ingerid Sigurdsdottir,Q75291923,6000000003645683752,Q75291923
Q136676,Ketill Flatnose,Q610698,6000000001169157385,Q610698
Q136677,Yngvild Ketilsdottir,Q16728867,6000000001351760995,Q16728867
Q136678,Helgi bjóla Ketilsson,Q13611173,6000000001169186884,Q13611173
Q136679,Bjǫrn the Easterner,Q3481428,6000000004533384157,Q3481428
Q136680,Aud the Deep-Minded,Q611633,6000000003088649491,Q611633
Q136681,Jorunn Ketilsdatter,Q16729386,6000000009802316945,Q16729386
Q136682,Olaf the White,Q11162089,6000000000161343538,Q11162089
Q136683,Ingjaldur Hrólfsson,Q16578735,6000000030040210270,Q16578735
Q136684,Helgi Hrólfsson,Q16427456,,Q16427456
Q136685,Einar Auðunarson,Q135529141,6000000003242540341,Q135529141
Q136686,Cerball mac Dúnlainge,Q773609,6000000000161001437,Q773609
Q136687,Úlfur skjálgi Högnason,Q11705582,5336782484500024661,Q11705582
Q136688,Már Atlason,Q15709594,,Q15709594
Q136689,Thjodhild Jörundardóttir,Q16421105,6000000003645908760,Q16421105
Q136690,Aun,Q3773422,,Q3773422
Q136691,Bödvar Bjarki,Q2519089,,Q2519089
Q136692,Gautrekr,Q2312958,,Q2312958
Q136703,Æthelbald of Mercia,Q272148,6000000009901999247,Q272148
Q136704,Heardberht,Q5691626,,Q5691626
Q136705,Eanuulf,Q75451563,,Q75451563
Q136706,Centwine,Q75451568,,Q75451568
Q136707,Cadfan ab Iago,Q2011924,6000000000424586295,Q2011924
Q136708,Cadwaladr,Q2454699,,Q2454699
Q136709,Archidamia,Q2492493,,Q2492493
Q136710,Archidamus IV,Q456953,,Q456953
Q136711,Agesistrata,Q393081,,Q393081
Q136712,Agesilaus,Q3606512,,Q3606512
Q136713,Alcibiades,Q15984271,,Q15984271
Q136714,Axiochus,Q4830524,,Q4830524
Q136715,Megacles,Q13410600,,Q13410600
Q136716,Hipponicus III,Q606604,,Q606604
Q136717,Pericles' first wife,Q15985037,,Q15985037
Q136718,Paralus,Q11944102,,Q11944102
Q136719,Xanthippus,Q15975732,,Q15975732
Q136720,Callias III,Q1347613,,Q1347613
Q136721,Acrotatus,Q421190,,Q421190
Q136722,Cleonymus,Q930518,,Q930518
Q136723,Monime,Q6900291,,Q6900291
Q136724,Hypsicratea,Q5961731,,Q5961731
Q136725,Berenice of Chios,Q512689,,Q512689
Q136726,Stratonice of Pontus,Q4893357,,Q4893357
Q136727,Pharnaces II of Pontus,Q313052,6000000002837385756,Q313052
Q136728,Mithridates of Colchis,Q11783606,,Q11783606
Q136730,Arcathius,Q2349623,,Q2349623
Q136731,Machares,Q2064634,,Q2064634
Q136732,Mithridates I of the Bosporus,Q878437,,Q878437
Q136733,Drypetina,Q5307778,,Q5307778
Q136734,Ariarathes IX of Cappadocia,Q1259636,,Q1259636
Q136735,Adobogiona the Younger,Q18639401,,Q18639401
Q136736,Athenais Philostorgos II,Q4813408,,Q4813408
Q136737,Nysa,Q11938849,,Q11938849
Q136738,Xiphares,Q2003480,,Q2003480
Q136739,Orsabaris,Q7104122,,Q7104122
Q136740,Xerxes of Pontus,Q18224605,,Q18224605
Q136741,Eupatra,Q20100534,,Q20100534
Q136742,Cleopatra the Younger,Q109490629,,Q109490629
Q136743,Mithridates I of Parthia,Q312442,,Q312442
Q136744,Phraates II of Parthia,Q317020,,Q317020
Q136747,Caesarion,Q39589,,Q39589
Q136748,Alexander Helios,Q351538,,Q351538
Q136749,Ptolemy Philadelphus,Q350246,6000000001336929154,Q350246
Q136753,Antiochus II of Commagene,Q2457060,,Q2457060
Q136754,Antiochis of Commagene,Q3626128,,Q3626128
Q136755,Laodice of Parthia,Q3626138,,Q3626138
Q136757,Ariamnes,Q168186,,Q168186
Q136758,Aristodama,Q132652423,,Q132652423
Q136759,Nysa,Q65157878,,Q65157878
Q136760,Nysa,Q121345081,,Q121345081
Q136761,Hagne,Q121345007,,Q121345007
Q136762,Attalos,Q9161798,,Q9161798
Q136763,Bas of Bithynia,Q515392,,Q515392
Q136764,Nabonassar (7th century BC),Q106963975,,Q106963975
Q136765,Esther,Q732413,,Q732413
Q136766,Meles of Lydia,Q2573783,,Q2573783
Q136768,Nitocris I,Q433816,,Q433816
Q136769,Elmadam,Q25668649,,Q25668649
Q136770,Josech,Q25668657,,Q25668657
Q136771,Hattush,Q115806723,,Q115806723
Q136772,Igeal,Q115806778,,Q115806778
Q136773,Bariah,Q115806861,,Q115806861
Q136774,Neariah,Q115806942,,Q115806942
Q136775,Shaphat,Q115807054,,Q115807054
Q136776,Simon II,Q2901724,,Q2901724
Q136778,Æthelheard,Q272197,,Q272197
Q136779,unnamed wife of Eoppa of Wessex,Q96074770,,Q96074770
Q136780,Eafa,Q3567571,6000000001184040598,Q3567571
Q136781,Cuðwin (?),Q75451525,,Q75451525
Q136782,Eata,Q75451538,,Q75451538
Q136783,Eanwine,Q75451547,,Q75451547
Q136795,Sædryð (?),Q75454851,,Q75454851
Q136796,Rhun ap Neithon,Q20562480,4821653273640042509,Q20562480
Q136797,Maelgwn Gwynedd,Q886399,,Q886399
Q136798,Prawst ferch Tidlet,Q116055587,,Q116055587
Q136799,Caradog Freichfras Iarl Henfordd ap Meirian ab Einion Yrth ap Cunedda Wledg,Q116055583,,Q116055583
Q136800,Seiriol,Q7446899,,Q7446899
Q136801,Cuneglas,Q1089089,,Q1089089
Q136802,Einion Frenin,Q19872950,,Q19872950
Q136803,Cerfyr ap Meilir Meilirion ap Gwron ap Cunedda Wledig,Q116112807,,Q116112807
Q136804,Eleutherius,Q3398155,,Q3398155
Q136805,Ceidio ap Einion,Q4218947,,Q4218947
Q136806,Cynfelyn ap Garthways ap Mor ap Cenau,Q116055631,,Q116055631
Q136807,Waroch II,Q129955,,Q129955
Q136808,Gildas,Q352995,,Q352995
Q136809,Saint Eigrad,Q18124532,,Q18124532
Q136810,Diocletian,Q43107,,Q43107
Q136812,Afrania Hannibaliana,Q108329803,,Q108329803
Q136814,Maxentius,Q182070,,Q182070
Q136816,Claudius Gothicus,Q46762,4948565574310041717,Q46762
Q136818,Licinius II,Q166731,,Q166731
Q136819,Bassianus,Q731546,,Q731546
Q136820,Virius Nepotianus,Q1115070,,Q1115070
Q136821,Nepotianus,Q367598,,Q367598
Q136823,Basilina,Q260258,,Q260258
Q136824,Constantius Gallus,Q352506,6000000006101300473,Q352506
Q136825,daughter of Julius Constantius,Q4957545,,Q4957545
Q136827,Julian,Q33941,,Q33941
Q136828,Dalmatius,Q354415,,Q354415
Q136829,Flavius Hannibalianus,Q319252,,Q319252
Q136830,Helena,Q63970512,,Q63970512
