token	ja	zh	ko	note
R’	ル	尔	르	by rule
S.	ス	斯	스	by rule
S.H.	ス	斯	스	by rule
Sa'adya	サアディア	萨阿迪阿	사아댜	by rule
Sa'id	サイード	萨伊德	사이드	attested on Wikidata (ja 3x, zh 0x)
Saar	ソール	索尔	사아르	by rule
Saarwerden	ソールヴェルデン	索尔韦尔登	사아르웨르덴	by rule
Saavedra	サアベドラ	索韦德拉	사아베드라	attested on Wikidata (ja 5x, zh 0x)
Sabakingkin	サバキングキン	萨巴金金	사바킹킨	by rule
Sabaroedin	サバロエディン	萨巴罗埃丁	사바뢰딘	by rule
Sabel	サベル	萨贝尔	사벨	by rule
Sabelfana	サベルファナ	萨贝尔法纳	사벨파나	by rule
Sabran	サブラン	萨布兰	사브란	by rule
Saburo	サブロ	萨布罗	사부로	by rule
Sacanata	サカナタ	萨卡纳塔	사카나타	by rule
Sachiko	サキコ	萨基科	사치코	by rule
Sachsen	サクセン	萨克森	사츠센	composed by rule: Sach + -sen
Sachsen-Lauenburg	サクセンラウエンブルグ	萨克森拉乌恩布尔格	사츠센라우엔부르그	by rule
Sachsen-Merseburg	サクセンメルセブルグ	萨克森梅尔塞布尔格	사츠센메르세부르그	by rule
Sack	サク	萨克	사크	by rule
Sacken	ザッケン	萨肯	사켄	attested on Wikidata (ja 3x)
Sacklinius	サクリニウス	萨克利尼乌斯	사크리뉴스	by rule
Sadao	サダオ	萨达奥	사다오	by rule
Sadarpo	サダルポ	萨达尔波	사다르포	by rule
Sadi	サディ	萨迪	사디	by rule
Sadijam	サディヤム	萨迪雅姆	사디잠	by rule
Sadikin	サディキン	萨迪金	사디킨	by rule
Sadiyah	サディヤ	萨迪雅	사디야흐	by rule
Sadjat	サドヤト	萨德雅特	사자트	by rule
sadyojathudu	サディオヤトド	萨迪奥雅图杜	사됴자투두	by rule
Saenan	サエナン	萨埃南	새난	by rule
Saenz	サエンズ	萨恩兹	샌즈	by rule
Safalou	サファロウ	萨法洛乌	사파루	by rule
Safaviyya	サファヴィイア	萨法维伊阿	사파비이야	by rule
Safran	サフラン	萨夫兰	사프란	by rule
Saga-tenno	サガテノ	萨加特诺	사가텐노	by rule
Sagan	サガン	萨根	사간	attested on Wikidata (ja 2x, zh 4x)
SAGARA	サガラ	萨加拉	사가라	by rule
Sagara	サガラ	萨加拉	사가라	by rule
Sahab	サハブ	萨哈布	사합	by rule
Sahak	サハク	萨哈克	사하크	by rule
Saheb	サヘブ	萨赫布	사헵	by rule
Sahitman	サヒトマン	萨希特曼	사히트만	by rule
Sahl	サル	萨尔	사흐르	by rule
SAHLE	サレ	萨莱	사흐레	by rule
Sahle	サーレ	萨莱	사흐레	attested on Wikidata (ja 2x, zh 0x)
Sahlin	サリン	萨林	사흐린	by rule
Said	サイード	赛义德	사이드	attested on Wikidata (ja 8x, zh 5x)
Saijoyo	サイヨヨ	萨伊约约	사이조요	by rule
Sain	サイン	萨因	사인	by rule
Sainsfrida	サインスフリダ	萨因斯夫里达	사인스프리다	by rule
Saint	サン	圣	사인트	attested on Wikidata (ja 21x, zh 2x)
saint	サイント	萨因特	사인트	by rule
Saint-Bertin	サイントベルティン	萨因特贝尔廷	사인트베르틴	by rule
Saint-Chamans	サイントカマンス	萨因特卡曼斯	사인트차만스	by rule
Saint-Priest	サイントプリエスト	萨因特普里埃斯特	사인트프리에스트	by rule
Saint-Saveur	サイントサヴェウル	萨因特萨韦乌尔	사인차뷰르	by rule
Saint-Valéry	サイントヴァレリ	萨因特瓦莱里	사인트바레리	by rule
Sainte	サント	萨因特	사인테	attested on Wikidata (ja 3x, zh 0x)
Sainte-Marie	サインテマリエ	萨因特马里埃	사인테마리에	by rule
Sais	サイス	萨伊斯	사이스	by rule
Sakadar	サカダル	萨卡达尔	사카다르	by rule
Sakae	栄	萨卡埃	사캐	attested on Wikidata (ja 2x, zh 0x)
Sakari	サカリ	萨卡里	사카리	by rule
Sake	サケ	萨凯	사케	by rule
Sakeh	サケ	萨凯	사케흐	by rule
Sakse	サクセ	萨克塞	사크세	by rule
Saksesen	サクセセン	萨克塞森	사크세센	composed by rule: Sakse + -sen
Sakti	サクティ	萨克蒂	사크티	by rule
Salaka	サラカ	萨拉卡	사라카	by rule
Salam	サラーム	薩拉姆	사람	attested on Wikidata (ja 5x, zh 4x)
Salamanca	サラマンカ	萨拉曼卡	사라만카	by rule
Salas	サラス	萨拉斯	사라스	by rule
Salasiah	サラシア	萨拉西阿	사라시아흐	by rule
Salazar	サラザール	萨拉查	사라자르	attested on Wikidata (ja 5x, zh 5x)
salazar	サラザル	萨拉扎尔	사라자르	by rule
Salazar-Machicado	サラザルマキカド	萨拉扎尔马基卡多	사라자르마치카도	by rule
Salcedo	サルセド	萨尔塞多	살케도	by rule
Saleh	サレー	萨莱	사레흐	attested on Wikidata (ja 2x, zh 0x)
Salehah	サレハ	萨莱哈	사레하흐	by rule
Salerno	サレルノ	萨莱尔诺	사레르노	by rule
Salerud	サレルド	萨莱鲁德	사레루드	by rule
Salian	サリアン	萨利安	사리안	by rule
Salier	サリエル	萨利埃尔	사리에르	by rule
Saliman	サリマン	萨利曼	사리만	by rule
Salin	サリン	萨林	사린	by rule
Salinas	サリナス	萨利纳斯	사리나스	by rule
Salingsingan	サリングシンガン	萨林辛甘	사링시안	by rule
Salisbury	ソールズベリー	索尔兹伯里	사리스부리	attested on Wikidata (ja 4x, zh 3x)
Sallah	サラ	萨拉	살라흐	by rule
Salland	サランド	萨兰德	살란드	by rule
Salleh	サレ	萨莱	살레흐	by rule
Salluste	サルステ	萨卢斯特	살루스테	by rule
Sally	サリー	莎莉	살리	attested on Wikidata (ja 29x, zh 2x)
Salm	ザルム	萨尔姆	살므	attested on Wikidata (ja 9x, zh 0x)
Salman	サルマーン	萨尔曼	살만	attested on Wikidata (ja 7x, zh 0x)
Salmi	サルミ	萨尔米	살미	by rule
Salmon	サーモン	萨尔蒙	살몬	attested on Wikidata (ja 11x, zh 0x)
Salmón	サルモン	萨尔蒙	살몬	by rule
Saloheimo	サロヘイモ	萨洛赫伊莫	사로헤이모	by rule
Salojoki	サロヨキ	萨洛约基	사로조키	by rule
Salomon	サロモン	萨洛蒙	사로몬	by rule
Salomonsen	サロモンセン	萨洛莫恩森	사로몬센	composed: Salomon + -sen
Salomonsson	サロモンソン	萨洛蒙松	사로몬손	composed by rule: Salomon + -sson
Salonius	サロニウス	萨洛尼乌斯	사로뉴스	by rule
Saloum	サロウム	萨洛乌姆	사룸	by rule
Salte	サルテ	萨尔特	살테	by rule
SALTELL	サルテル	萨尔特尔	살텔르	by rule
Saltensee	サルテンセエ	萨尔滕塞埃	살텐시	by rule
Saltza	サルトザ	萨尔特扎	살트자	by rule
Saluba	サルバ	萨卢巴	사루바	by rule
Salvador	サルバドール	萨尔瓦多	살바도르	attested on Wikidata (ja 9x, zh 4x)
Salvator	フォン	萨尔瓦托尔	살바토르	attested on Wikidata (ja 6x, zh 0x)
Salvatore	サルヴァトーレ	萨尔瓦托雷	살바토레	attested on Wikidata (ja 18x, zh 7x)
Salve	サルヴェ	萨尔韦	살베	by rule
Salvesen	サルヴェセン	萨尔韦森	살베센	composed by rule: Salve + -sen
Salveson	サルヴェソン	萨尔韦松	살베손	composed by rule: Salve + -son
Salvesson	サルヴェソン	萨尔韦松	살베손	composed by rule: Salve + -sson
Sam	サム	山姆	삼	attested on Wikidata (ja 77x, zh 12x)
Samad	サマド	萨马德	사마드	by rule
Samadiman	サマディマン	萨马迪曼	사마디만	by rule
Samallangi	サマランギ	萨马兰吉	사말라이	by rule
Samara	サマラ	萨马拉	사마라	by rule
Samaritan	サマリタン	萨马里坦	사마리탄	by rule
Sambas	サムバス	萨姆巴斯	삼바스	by rule
Sambernyawa	サムベルニアヴァ	萨姆贝尔尼阿瓦	삼베르냐와	by rule
Sambirana	サムビラナ	萨姆比拉纳	삼비라나	by rule
Same	サメ	萨梅	사메	by rule
Samekto	サメクト	萨梅克托	사메크토	by rule
Samidjah	サミドヤ	萨米德雅	사미자흐	by rule
Samol	サモル	萨莫尔	사몰	by rule
Sampaio	サムパイオ	萨姆帕伊奥	삼파이오	by rule
Sampeyandalem	サムペヤンダレム	萨姆佩扬达莱姆	삼페얀다렘	by rule
Sampsigeramus	サムプシゲラムス	萨姆普西盖拉穆斯	삼프시게라무스	by rule
Sampsigéram	サムプシゲラム	萨姆普西盖拉姆	삼프시게람	by rule
Sampurno	サムプルノ	萨姆普尔诺	삼푸르노	by rule
Samson	サムソン	萨姆松	삼손	composed by rule: Sam + -son
Samsonsdotter	サムソンスドッテル	萨姆松斯多特	삼손스도테르	composed by rule: Samsons + -dotter
Samsonson	サムソンソン	萨姆松松	삼손손	composed by rule: Samson + -son
Samtskhe-Saatabago	サムトスクヘソータバゴ	萨姆特斯克赫索塔巴戈	삼츠케사아타바고	by rule
Samuel	サミュエル	塞缪尔	사뭴	attested on Wikidata (ja 342x, zh 51x)
Samueli	サムエリ	萨穆埃利	사뭬리	by rule
Samuelintytär	サムエリンティテル	萨穆埃林蒂特尔	사뭬린티테르	by rule
Samuelis	サムエリス	萨穆埃利斯	사뭬리스	by rule
Samuels	サムエルス	萨穆埃尔斯	사뭴스	by rule
Samuelsdatter	サムエルスダッテル	萨穆埃尔斯达特	사뭴스다테르	composed by rule: Samuels + -datter
Samuelsdotter	サムエルスドッテル	萨穆埃尔斯多特	사뭴스도테르	composed by rule: Samuels + -dotter
Samuelsdtr.	サムエルスダッテル	萨穆埃尔斯达特	사뭴스드트르	composed by rule: Samuels + -dtr.
Samuelsen	サムエルセン	萨穆埃尔森	사뭴센	patronymic
Samuelson	サミュエルソン	萨穆埃尔松	사뭴손	attested on Wikidata (ja 5x)
Samuelsson	サムエルソン	萨穆埃尔松	사뭴손	composed: Samuel + -sson
Samuelssøn	サムエルソン	萨穆埃尔松	사뭴쇤	by rule
San	サン	桑	산	by rule
Sanatrouces	サナトロウセス	萨纳特罗乌塞斯	사나트루케스	by rule
Sancerre	サンセレ	桑塞雷	산케르레	by rule
Sancha	サンチャ	桑卡	산차	attested on Wikidata (ja 6x, zh 0x)
Sanche	サンケ	桑凯	산체	by rule
Sanches	サンケス	桑凯斯	산체스	by rule
Sanchez	サンチェス	桑凯兹	산체즈	attested on Wikidata (ja 3x, zh 0x)
Sancho	サンチョ	桑科	산초	attested on Wikidata (ja 6x, zh 0x)
Sancion	サンシオン	桑西翁	산키온	by rule
Sanclêr	サンクレル	桑克莱尔	산크레르	by rule
Sancy	サンシ	桑西	산키	by rule
Sandberg	サンドベリ	桑德贝尔格	산드베르그	attested on Wikidata (ja 4x, zh 0x)
Sandde	サンデ	桑德	산데	by rule
Sande	サンデ	桑德	산데	by rule
Sandelin	サンデリン	桑德林	산데린	by rule
Sandell	サンデル	桑德尔	산델르	by rule
Sandels	サンデルス	桑德尔斯	산델스	by rule
Sander	サンダー	桑德	산데르	attested on Wikidata (ja 5x, zh 5x)
Sanders	サンダース	桑德斯	산데르스	attested on Wikidata (ja 15x, zh 3x)
Sandfrid	サンドフリド	桑德夫里德	산드프리드	by rule
Sandgren	サンドグレン	桑德格伦	산드그렌	by rule
Sandiri	サンディリ	桑迪里	산디리	by rule
Sandiyo	サンディヨ	桑迪约	산디요	by rule
Sandjojo	サンドヨヨ	桑德约约	산조조	by rule
Sandnes	サンドネス	桑德内斯	산드네스	by rule
Sandoval	サンドバル	桑多瓦尔	산도발	attested on Wikidata (ja 3x, zh 4x)
Sandra	サンドラ	桑德拉	산드라	by rule
Sandsmark	サンスマルク	桑斯马克	산드스마르크	farm name
Sandtangen	サンドタンゲン	桑德坦根	산드타엔	by rule
Sandven	サンドヴェン	桑德文	산드벤	by rule
Sandvig	サンドヴィグ	桑德维格	산드빅	by rule
Sandvigen	サンドヴィゲン	桑德维根	산드비겐	by rule
Sandvik	サンドヴィク	桑德维克	산드비크	by rule
Sanford	サンフォード	桑福德	산포르드	attested on Wikidata (ja 15x, zh 3x)
Sang	サン	桑	상	attested on Wikidata (ja 2x, zh 0x)
Sangabatan	サンガバタン	桑加巴坦	사아바탄	by rule
Sanggowano	サングゴヴァノ	桑戈瓦诺	사오와노	by rule
SANGHYANG	サングヒアング	桑希安	상향	by rule
Sangkaningrat	サングカニングラト	桑卡宁拉特	상카닝라트	by rule
Sani	サニ	萨尼	사니	by rule
Sanny	サニ	萨尼	산니	by rule
Sans	サンス	桑斯	산스	by rule
Sansang	サンサング	桑桑	산상	by rule
Santa	サンタ	桑塔	산타	by rule
Santang	サンタング	桑坦	산탕	by rule
Santavirta	サンタヴィルタ	桑塔维尔塔	산타비르타	by rule
Sante	サンテ	桑特	산테	by rule
Santesson	サンテソン	桑特松	산테손	composed by rule: Sante + -sson
Santiago	サンティアゴ	圣地亚哥	산티아고	attested on Wikidata (ja 8x, zh 2x)
Santibadra	サンティバドラ	桑蒂巴德拉	산티바드라	by rule
Santika	サンティカ	桑蒂卡	산티카	by rule
Santoan	サントアン	桑托安	산토안	by rule
Santos	サントス	桑托斯	산토스	by rule
Santoso	サントソ	桑托索	산토소	by rule
Santri	サントリ	桑特里	산트리	by rule
Santso	サントソ	桑特索	산초	by rule
Sanwill	サンヴィル	桑维尔	산위르르	by rule
Sapardiman	サパルディマン	萨帕尔迪曼	사파르디만	by rule
Sapei	サペイ	萨佩伊	사페이	by rule
Sapiega	サピエガ	萨皮埃加	사피에가	by rule
Saporta	サポルタ	萨波尔塔	사포르타	by rule
Sapurba	サプルバ	萨普尔巴	사푸르바	by rule
Sara	サラ	萨拉	사라	by rule
Sarah	サラ	莎拉	사라흐	attested on Wikidata (ja 174x, zh 17x)
Sarasawati	サラサヴァティ	萨拉萨瓦蒂	사라사와티	by rule
Saraswati	サラスヴァティ	萨拉斯瓦蒂	사라스와티	by rule
Saravia	サラヴィア	萨拉维阿	사라비아	by rule
Sardar	サルダル	萨尔达尔	사르다르	by rule
Sarengat	サレンガト	萨伦加特	사레아트	by rule
Sareupeun	サレウペウン	萨雷乌佩温	사류퓬	by rule
Sarfve	サルフヴェ	萨尔夫韦	사르프베	by rule
Sargans	サルガンス	萨尔甘斯	사르간스	by rule
SARI	サリ	萨里	사리	by rule
Sari	サリ	萨里	사리	by rule
Sarianingrat	サリアニングラト	萨里阿宁拉特	사리아닝라트	by rule
Sarimanah	サリマナ	萨里马纳	사리마나흐	by rule
Sariningrum	サリニングルム	萨里宁鲁姆	사리닝룸	by rule
Sarjono	サルヨノ	萨尔约诺	사르조노	by rule
Sarla	サルラ	萨尔拉	사르라	by rule
Sarnoff	サルノフ	萨尔诺夫	사르노프	by rule
Saroinsong	サロインソング	萨罗因松	사로인송	by rule
Sarosa	サロサ	萨罗萨	사로사	by rule
Saroso	サロソ	萨罗索	사로소	by rule
Sarpaningsih	サルパニングシ	萨尔帕宁西	사르파닝시흐	by rule
Sarragone	サラゴネ	萨拉戈内	사르라고네	by rule
Sarraza	サラザ	萨拉扎	사르라자	by rule
Sartip	サルティプ	萨尔蒂普	사르티프	by rule
Sartz	サルトズ	萨尔特兹	사르트즈	by rule
Sasaniah	ササニア	萨萨尼阿	사사니아흐	by rule
Sasanian	ササニアン	萨萨尼安	사사니안	by rule
Sasmitakoesoemah	サスミタコエソエマ	萨斯米塔科埃索埃马	사스미타쾨쇠마흐	by rule
Sasongko	サソングコ	萨松科	사송코	by rule
Sasraningrat	サスラニングラト	萨斯拉宁拉特	사스라닝라트	by rule
Sassanian	ササニアン	萨萨尼安	사사니안	by rule
Sassanid	ササニド	萨萨尼德	사사니드	by rule
Sassoon	サスーン	沙逊	사순	attested on Wikidata (ja 11x, zh 10x)
Sastranagara	サストラナガラ	萨斯特拉纳加拉	사스트라나가라	by rule
Sastranegara	サストラネガラ	萨斯特拉内加拉	사스트라네가라	by rule
Sastrapradja	サストラプラドヤ	萨斯特拉普拉德雅	사스트라프라자	by rule
Sastrawaluyo	サストラヴァルヨ	萨斯特拉瓦卢约	사스트라와루요	by rule
SASTRAWINATA	サストラヴィナタ	萨斯特拉维纳塔	사스트라위나타	by rule
Sastro	サストロ	萨斯特罗	사스트로	by rule
Sastroamidjojo	サストロアミドヨヨ	萨斯特罗阿米德约约	사스트로아미조조	by rule
Sastrro	サストロ	萨斯特罗	사스트르로	by rule
Satake	サタケ	萨塔凯	사타케	by rule
Sathre	サトレ	萨特雷	사트레	by rule
Satiawan	サティアヴァン	萨蒂阿万	사티아와느	by rule
Satja	サトヤ	萨特雅	사차	by rule
Satjadipoera	サトヤディポエラ	萨特雅迪波埃拉	사차디푀라	by rule
Satjagati	サトヤガティ	萨特雅加蒂	사차가티	by rule
Satjanata	サトヤナタ	萨特雅纳塔	사차나타	by rule
Satohito	サトヒト	萨托希托	사토히토	by rule
Satrap	サトラプ	萨特拉普	사트라프	by rule
Satria	サトリア	萨特里阿	사트리아	by rule
Satrio	サトリオ	萨特里奥	사트리오	by rule
Satriya	サトリヤ	萨特里雅	사트리야	by rule
Saturninus	サトゥルニヌス	萨图尔尼努斯	사투르니누스	attested on Wikidata (ja 2x, zh 0x)
SATYAKETU	サティアケト	萨蒂阿凯图	사탸케투	by rule
Saue	サウエ	萨乌埃	사우에	by rule
Saul	ソール	索尔	사울	attested on Wikidata (ja 10x, zh 4x)
Saulmoury	サウルモウリ	萨乌尔莫乌里	사울무리	by rule
Sauvian	サウヴィアン	萨乌维安	사우비안	by rule
Savanna	サヴァンナ	萨瓦纳	사반나	attested on Wikidata (ja 2x, zh 0x)
Savoy	サヴォイア	萨沃伊	사보이	attested on Wikidata (ja 13x, zh 0x)
Savva	サヴァ	萨瓦	사바	by rule
Sawait	サヴァイト	萨瓦伊特	사우아이트	by rule
Sawardiman	サヴァルディマン	萨瓦尔迪曼	사와르디만	by rule
Sawarno	サヴァルノ	萨瓦尔诺	사와르노	by rule
Sawidak	サヴィダク	萨维达克	사위다크	by rule
Sawiyem	サヴィイェム	萨维耶姆	사위옘	by rule
Sawo	サヴォ	萨沃	사워	by rule
Sawyer	ソーヤー	索耶	사우예르	attested on Wikidata (ja 8x, zh 8x)
Sawyl	サヴィル	萨维尔	사위르	by rule
Saxe	ザクセン	萨克斯埃	사그세	attested on Wikidata (ja 27x, zh 0x)
Saxesen	サクスエセン	萨克斯埃森	사그세센	composed by rule: Saxe + -sen
Saxony	ザクセン	萨克斯奥尼	사그소니	attested on Wikidata (ja 19x)
Saxstrup	サクスストルプ	萨克斯斯特鲁普	사그스스트루프	by rule
Say	セイ	萨伊	사이	attested on Wikidata (ja 5x, zh 2x)
Sayekti	サイェクティ	萨耶克蒂	사예크티	by rule
Sayid	サイド	萨伊德	사이이드	by rule
Sayidin	サイディン	萨伊丁	사이이딘	by rule
Sayye'	サイエ	萨伊埃	사이예	by rule
Sayyid	サイイド	萨伊伊德	사이이이드	by rule
SAYYIDIN	サイイディン	萨伊伊丁	사이이이딘	by rule
Sayyidna	サイイドナ	萨伊伊德纳	사이이이드나	by rule
Sbarra	スバラ	斯巴拉	스바르라	by rule
Scanderbeg	スカンデルベグ	斯坎德尔贝格	스칸데르벡	by rule
SCANIA	スカニア	斯卡尼阿	스카니아	by rule
Scaplaut	スカプラウト	斯卡普拉乌特	스카프라우트	by rule
Scarlett	スカーレット	斯卡尔莱特	스카르레트	attested on Wikidata (ja 6x, zh 0x)
Schanche	シャンケ	尚凯	산체	by rule
Schanke	シャンケ	尚凯	산케	by rule
Schantzen	シャントゼン	尚特曾	산트젠	by rule
Schau	シャウ	沙乌	사우	by rule
Schebitku	シェビトク	谢比特库	세비트쿠	by rule
Schecter	シェクテル	谢克特尔	세크테르	by rule
Scheffer	スヘッフェル	谢费尔	세페르	attested on Wikidata (ja 2x)
SCHENSTROM	シェンストロム	申斯特罗姆	센스트롬	by rule
Schenstrom	シェンストロム	申斯特罗姆	센스트롬	by rule
